UniProt,Gene Name,Confidence,Expected Sensitivity,Expected Specificity
P36969,GPX4,0.170345098,0.966912494,0.359070409
P28799,GRN,0.085935784,0.166772503,0.063858583
P49841,GSK3B,0.810307775,0.656255478,0.361895532
P15822,HIVEP1,0.693420477,0.689157933,0.878163605
P04439,HLA-A,0.799698516,0.192575823,0.383690992
P10321,HLA-C,0.660154902,0.425587568,0.00346655
P28068,HLA-DMB,0.461063933,0.164954043,0.291572815
P06340,HLA-DOA,0.907082213,0.10429796,0.99121733
P13765,HLA-DOB,0.463847925,0.605764007,0.559950275
P04440,HLA-DPB1,0.001871002,0.045684699,0.227540001
P01909,HLA-DQA1,0.624605509,0.989790216,0.137019099
P01920,HLA-DQB1,0.37167351,0.466553123,0.364374552
Q29974,HLA-DRB1,0.551266551,0.990409563,0.451826979
Q30154,HLA-DRB5,0.763223149,0.510112954,0.998459264
P17693,HLA-G,0.381893069,0.703107571,0.835370998
P14902,IDO1,0.180080728,0.848929338,0.536163062
P01574,IFNB1,0.505218681,0.295158944,0.967480176
P29460,IL12B,0.574269771,0.59824556,0.466354976
P35225,IL13,0.766540267,0.275002838,0.449667319
Q96AZ6,ISG20,0.863437997,0.051265569,0.225747583
P26006,ITGA3,0.242177554,0.01913899,0.176985969
P08648,ITGA5,0.427962721,0.819494845,0.590625201
P18084,ITGB5,0.754878865,0.653194054,0.7098574
Q14643,ITPR1,0.349671639,0.640012177,0.959123388
Q14571,ITPR2,0.430994609,0.111967576,0.056643931
Q14573,ITPR3,0.968363091,0.492099442,0.496044527
P35968,KDR,0.442731709,0.348371288,0.308995332
Q16363,LAMA4,0.097768318,0.105070233,0.158067713
P07942,LAMB1,0.486977039,0.083603914,0.10474114
P55268,LAMB2,0.326865458,0.102390751,0.928600596
P11047,LAMC1,0.403416549,0.659235855,0.522089995
P17931,LGALS3,0.201406757,0.217911212,0.863396316
Q07954,LRP1,0.543752024,0.094251563,0.150402497
P36941,LTBR,0.151954934,0.711359236,0.671538575
P02788,LTF,0.982735388,0.357855484,0.024686038
O75556,SCGB2A1,0.302608178,0.952799951,0.416290166
Q13296,SCGB2A2,0.084975417,0.970958279,0.700947235
Q07325,CXCL9,0.268047353,0.274814326,0.159540641
P03956,MMP1,0.398783102,0.368852506,0.360561232
P09237,MMP7,0.946723175,0.144463408,0.724021257
P41218,MNDA,0.547613846,0.830518825,0.459196596
P35548,MSX2,0.514500631,0.360159583,0.866603408
P20591,MX1,0.818023918,0.477526001,0.394280081
Q15653,NFKBIB,0.937936121,0.619586722,0.138190249
P01138,NGF,0.003931483,0.76735738,0.242848003
O75914,PAK3,0.340188962,0.605690408,0.842647736
Q96IZ0,PAWR,0.245187945,0.463386833,0.308693712
O00408,PDE2A,0.416810916,0.93764341,0.090630275
Q07343,PDE4B,0.595806612,0.756773859,0.739601236
Q13946,PDE7A,0.760764845,0.967964936,0.507484713
O60658,PDE8A,0.393718975,0.752756498,0.181222131
O00443,PIK3C2A,0.747129083,0.287197022,0.963879686
O00750,PIK3C2B,0.317886956,0.976264912,0.400986273
Q8NEB9,PIK3C3,0.365566332,0.504748607,0.323915499
P48736,PIK3CG,0.274303298,0.569124706,0.860996906
P00749,PLAU,0.389199562,0.074056158,0.362105774
P19174,PLCG1,0.216408012,0.47520205,0.223218348
P16885,PLCG2,0.470700406,0.711666081,0.063844659
P62140,PPP1CB,0.378347492,0.770642683,0.964436757
P30154,PPP2R1B,0.562035077,0.783901821,0.619913096
Q06190,PPP2R3A,0.846796487,0.871660032,0.001287437
P22694,PRKACB,0.257187111,0.565712936,0.120249338
P22612,PRKACG,0.679885226,0.825096321,0.172463885
P10644,PRKAR1A,0.37875374,0.987351066,0.69011084
P31321,PRKAR1B,0.180607011,0.936436469,0.472770408
P31323,PRKAR2B,0.838175866,0.500976619,0.26800235
P17252,PRKCA,0.339971005,0.963226982,0.696670383
P05771,PRKCB,0.533937793,0.472423429,0.357438091
P05129,PRKCG,0.035673789,0.299130185,0.892613284
P41743,PRKCI,0.442315085,0.691839065,0.419013319
Q15139,PRKD1,0.745250121,0.60427952,0.94245797
Q05513,PRKCZ,0.970392152,0.58128713,0.402326666
Q02750,MAP2K1,0.473791491,0.889832073,0.364769406
P04553,PRM1,0.790650709,0.870540988,0.501891669
P25787,PSMA2,0.435737669,0.518126575,0.976892787
P28066,PSMA5,0.146737814,0.146043407,0.133018264
P17980,PSMC3,0.593006004,0.076198404,0.242773529
Q99460,PSMD1,0.591717946,0.361214226,0.210666738
P48556,PSMD8,0.184435989,0.236960956,0.598688929
O00233,PSMD9,0.463278373,0.51333139,0.341911819
O75832,PSMD10,0.578175175,0.461025612,0.080340703
Q9UNM6,PSMD13,0.302957092,0.887438629,0.641852152
Q9UL46,PSME2,0.755168019,0.703132574,0.742719089
P06454,PTMA,0.230527355,0.379037425,0.898041789
P49023,PXN,0.855991946,0.105520416,0.432934573
P20936,RASA1,0.405584043,0.83532047,0.485880286
P18615,NELFE,0.281150405,0.049156195,0.665673524
Q04864,REL,0.980690005,0.623746841,0.728664761
P35249,RFC4,0.599355507,0.954262589,0.440766957
P22362,CCL1,0.126300561,0.639592124,0.461146783
P13500,CCL2,0.212737616,0.557057323,0.001176941
P10147,CCL3,0.543227837,0.326711496,0.76784337
P13236,CCL4,0.075212182,0.559998718,0.30285215
P13501,CCL5,0.839196431,0.867193498,0.164095248
P78423,CX3CL1,0.321296521,0.075655158,0.73218542
P18827,SDC1,0.673893621,0.787972208,0.758692765
P34741,SDC2,0.882874917,0.286791871,0.012798716
P31431,SDC4,0.847061195,0.663567683,0.31900217
P21912,SDHB,0.482112675,0.870109817,0.106110107
Q6FHJ7,SFRP4,0.350407541,0.566211138,0.131784505
Q01130,SRSF2,0.957022383,0.700497698,0.424080093
Q15464,SHB,0.711896618,0.797073741,0.470939725
P29353,SHC1,0.625699154,0.928405594,0.273199908
O15245,SLC22A1,0.076364486,0.213211544,0.27282089
O15244,SLC22A2,0.030266995,0.648793494,0.766029651
P14678,SNRPB,0.91769103,0.489784508,0.528584908
Q02447,SP3,0.475505009,0.718641538,0.128358278
Q02446,SP4,0.406930548,0.270461236,0.161627021
Q6P1X5,TAF2,0.722416512,0.480020469,0.027451782
O00268,TAF4,0.35835541,0.108256703,0.442390405
Q15560,TCEA2,0.412708536,0.677789622,0.726476645
P15923,TCF3,0.440505371,0.531703456,0.98927591
Q01664,TFAP4,0.879582506,0.53369107,0.039522099
P01135,TGFA,0.931414754,0.637471708,0.328101782
P07996,THBS1,0.983297905,0.555481271,0.853352253
P01033,TIMP1,0.797710997,0.703977816,0.864210707
P16035,TIMP2,0.529457201,0.454707751,0.46527608
O00206,TLR4,0.745427597,0.950496881,0.013519698
O00501,CLDN5,0.625560088,0.7472285,0.31624295
P15692,VEGFA,0.316692865,0.604455783,0.687014386
P15311,EZR,0.166731856,0.564559446,0.978647941
P30291,WEE1,0.954316243,0.170306239,0.241521748
P26651,ZFP36,0.675345837,0.2107466,0.580734298
Q9Y6D9,MAD1L1,0.263080282,0.029707039,0.75028626
P78406,RAE1,0.039164867,0.382304623,0.799129116
P13164,IFITM1,0.123603182,0.684946037,0.710921463
Q14012,CAMK1,0.11458685,0.669247718,0.543024659
Q15788,NCOA1,0.21168524,0.019981354,0.655687059
O60869,EDF1,0.717978014,0.508218288,0.375915913
O60942,RNGTT,0.71903271,0.769448381,0.533370248
P50591,TNFSF10,0.016689518,0.252743736,0.320128485
O75531,BANF1,0.941476203,0.973631135,0.749769933
O75446,SAP30,0.953105921,0.160088677,0.097786403
Q15078,CDK5R1,0.900587463,0.842603556,0.337943667
O14617,AP3D1,0.626088238,0.858310342,0.640592915
O00401,WASL,0.88954659,0.605086354,0.663857748
Q99558,MAP3K14,0.105676129,0.830263087,0.833961139
O60266,ADCY3,0.871051755,0.689287934,0.365528253
P62745,RHOB,0.675311208,0.492311541,0.570946976
Q16548,BCL2A1,0.094487023,0.093868187,0.930290726
P46527,CDKN1B,0.730276898,0.412177268,0.778500167
Q12959,DLG1,0.682576058,0.998838937,0.885717288
P13861,PRKAR2A,0.638576627,0.644574159,0.493549465
P62318,SNRPD3,0.191059981,0.90987728,0.036248858
Q01151,CD83,0.087757601,0.514366912,0.206173263
Q13503,MED21,0.439032731,0.079854642,0.088848962
Q9BUZ4,TRAF4,0.040330643,0.261188023,0.919970365
P52565,ARHGDIA,0.420987268,0.760540662,0.179229492
Q99933,BAG1,0.88997993,0.293226723,0.847962948
P29762,CRABP1,0.848457924,0.309015476,0.90398576
P16220,CREB1,0.548802017,0.942166351,0.855965761
P41240,CSK,0.657798758,0.753041026,0.063657805
Q06889,EGR3,0.922807484,0.221891487,0.475065166
P52657,GTF2A2,0.006877456,0.461377452,0.960100618
Q9HB58,SP110,0.399685209,0.991946318,0.52970858
Q14005,IL16,0.860397532,0.404624265,0.034601587
P08253,MMP2,0.364849978,0.262388472,0.519193519
Q14934,NFATC4,0.861717504,0.007229438,0.816113537
O75747,PIK3C2G,0.856111572,0.856318033,0.307764549
Q00722,PLCB2,0.473611622,0.789967031,0.347817316
P21980,TGM2,0.326675428,0.020255114,0.279182857
Q9Y5B0,CTDP1,0.789841357,0.821670401,0.625157328
Q9UDY2,TJP2,0.498539899,0.176805742,0.67293836
Q00535,CDK5,0.489615893,0.194702201,0.314018113
P14780,MMP9,0.048920219,0.807805262,0.742327528
P54750,PDE1A,0.160630726,0.709252493,0.049939709
Q14123,PDE1C,0.97818189,0.541816904,0.006009346
O00329,PIK3CD,0.518115707,0.934107566,0.023776998
O00459,PIK3R2,0.342584897,0.189289509,0.733098765
P05161,ISG15,0.353237715,0.56451704,0.206390458
P31749,AKT1,0.105835262,0.245543948,0.449199013
P33681,CD80,0.980853527,0.088193792,0.446816769
P17676,CEBPB,0.847340768,0.579467359,0.015028187
P01100,FOS,0.232986786,0.506429198,0.717898312
Q13485,SMAD4,0.716289759,0.211647013,0.610908844
Q02156,PRKCE,0.171687242,0.716809588,0.100708439
P11233,RALA,0.534593954,0.427668386,0.288987238
Q9Y243,AKT3,0.336390281,0.925852801,0.506027275
P23528,CFL1,0.163536375,0.647624124,0.18924092
P01889,HLA-B,0.333917034,0.449959032,0.221014336
P13747,HLA-E,0.480773893,0.575705711,0.71624769
Q16666,IFI16,0.343739885,0.378329183,0.085773155
P40305,IFI27,0.857340339,0.039539429,0.388406457
P80217,IFI35,0.323485934,0.574951827,0.23148101
O15230,LAMA5,0.402191504,0.807826459,0.84135451
Q13753,LAMC2,0.075520412,0.028200309,0.485788304
P02545,LMNA,0.033229789,0.393027268,0.492308282
Q99467,CD180,0.754181172,0.279901089,0.215083069
P08651,NFIC,0.984162518,0.136641307,0.237058127
P48454,PPP3CC,0.264286512,0.257640207,0.988809191
P80075,CCL8,0.870668082,0.052023668,0.741678402
P49848,TAF6,0.214340283,0.856048483,0.872480446
Q15545,TAF7,0.641157163,0.764160448,0.398675469
Q15544,TAF11,0.787883528,0.254586859,0.115091859
Q16514,TAF12,0.904172474,0.83690572,0.980512856
Q15543,TAF13,0.895630373,0.521218698,0.607780624
Q13395,TARBP1,0.133893934,0.341789184,0.579540862
P10589,NR2F1,0.514108948,0.510341091,0.954072042
Q9H3P2,NELFA,0.240714362,0.25759404,0.690630952
Q9NS56,TOPORS,0.312780523,0.363555613,0.188411609
O94806,PRKD3,0.10619626,0.092468486,0.387492045
Q00577,PURA,0.597379515,0.95749158,0.519421455
Q15797,SMAD1,0.88420076,0.603647777,0.958680341
P04731,MT1A,0.045344867,0.494981665,0.650873732
P07438,MT1B,0.549316908,0.541981803,0.051519862
P04733,MT1F,0.629320689,0.037494417,0.21166934
P13640,MT1G,0.303382763,0.352498745,0.620753347
P80294,MT1H,0.525476692,0.694014633,0.60436697
P80297,MT1X,0.081820841,0.884246682,0.962132257
P02795,MT2A,0.907607659,0.053103356,0.322444636
P25713,MT3,0.838724769,0.449658467,0.810909927
Q9UBG0,MRC2,0.982205396,0.322042847,0.738471943
Q9Y6N6,LAMC3,0.501727601,0.979397341,0.044089912
Q8IYM9,TRIM22,0.788036307,0.289390729,0.900022739
O95081,AGFG2,0.905957975,0.037941701,0.29124028
Q92597,NDRG1,0.703531136,0.342330914,0.679844837
Q6ICR9,HLA-DMA,0.773789482,0.459096618,0.459972828
P10747,CD28,0.21438068,0.557972933,0.513059496
Q9Y6K5,OAS3,0.673961149,0.029752732,0.470599208
P27815,PDE4A,0.33461491,0.006732593,0.033823236
Q08499,PDE4D,0.675045958,0.547020805,0.070519852
P42336,PIK3CA,0.333765343,0.319458292,0.088625767
P42338,PIK3CB,0.1923955,0.0977126,0.749413379
P51178,PLCD1,0.536134323,0.293209839,0.125943841
Q15173,PPP2R5B,0.769763334,0.352596967,0.335963744
Q14738,PPP2R5D,0.084077536,0.954906949,0.011960541
Q05655,PRKCD,0.893863015,0.07974224,0.823530624
P24723,PRKCH,0.345162911,0.709825578,0.988415977
Q04759,PRKCQ,0.366423307,0.598820657,0.018433968
Q06323,PSME1,0.143987331,0.097596431,0.028685116
P80098,CCL7,0.969955476,0.229879344,0.034350991
Q12962,TAF10,0.256836155,0.05631977,0.009916417
Q9UI95,MAD2L2,0.960623301,0.875542069,0.403099155
Q92854,SEMA4D,0.098493357,0.136067705,0.623357106
Q9BUP3,HTATIP2,0.739155038,0.822067513,0.143120894
Q8TCB0,IFI44,0.703298622,0.851457925,0.921020973
O94992,HEXIM1,0.203352008,0.980112434,0.721532577
Q9H1D9,POLR3F,0.0097442,0.373691738,0.515830091
O15318,POLR3G,0.794330402,0.420153205,0.249197559
Q9BUI4,POLR3C,0.553103344,0.974990142,0.584806935
P15151,PVR,0.421566227,0.381025589,0.633679717
Q15283,RASA2,0.17074331,0.628033195,0.324922852
Q01201,RELB,0.42018743,0.206766201,0.068026849
P11166,SLC2A1,0.624828936,0.412064767,0.528109436
P55199,ELL,0.381960872,0.375514175,0.139006602
Q9Y233,PDE10A,0.264317922,0.034431264,0.781755398
O14776,TCERG1,0.013324227,0.664180707,0.166227302
P23193,TCEA1,0.383459852,0.526644127,0.91527957
Q9UEW3,MARCO,0.291583575,0.942457936,0.24320308
Q92530,PSMF1,0.664361514,0.657026201,0.161666736
Q15834,CCDC85B,0.435085148,0.364246894,0.197178541
P54821,PRRX1,0.106216107,0.202655859,0.461977306
P62314,SNRPD1,0.873465828,0.54457353,0.810756498
Q15542,TAF5,0.646940115,0.120052481,0.366367198
Q13601,KRR1,0.092112331,0.021349456,0.280916098
O14802,POLR3A,0.545790888,0.834475071,0.900023803
Q13342,SP140,0.450202057,0.557548464,0.908923971
P42224,STAT1,0.742582559,0.689841795,0.629235165
P40937,RFC5,0.633496901,0.12581189,0.099324181
Q9Y5Q9,GTF3C3,0.631316525,0.93959156,0.979148682
P45973,CBX5,0.225926952,0.663308525,0.238967882
Q9Y3I1,FBXO7,0.267928382,0.280442421,0.167526615
O95239,KIF4A,0.326006089,0.622631113,0.50022437
P37198,NUP62,0.933054618,0.647163238,0.188458805
Q9UHY1,NRBP1,0.298204281,0.850521939,0.100111958
Q12972,PPP1R8,0.611757739,0.569806207,0.249327311
Q9NZI7,UBP1,0.904337023,0.61632838,0.969750984
P56945,BCAR1,0.4225416,0.250530024,0.886326624
O14907,TAX1BP3,0.270033699,0.917892087,0.482186117
P49593,PPM1F,0.458235672,0.125012961,0.418255017
O75056,SDC3,0.532349975,0.047620818,0.46661682
Q9NQ66,PLCB1,0.075014447,0.431700713,0.232082982
Q96P48,ARAP1,0.70910383,0.746488313,0.41615981
O43306,ADCY6,0.136464509,0.116791286,0.899621928
Q8WX92,NELFB,0.84558157,0.591237483,0.906238603
Q6X4W1,NSMF,0.039688686,0.85851854,0.749655845
P52655,GTF2A1,0.918217662,0.135432724,0.190941317
Q8IWE0,CAMK2A,0.295234694,0.716313874,0.761852292
O75925,PIAS1,0.490250819,0.220395461,0.618209563
Q9UGJ0,PRKAG2,0.308010942,0.0303452,0.359274009
Q9Y2Y1,POLR3K,0.792042547,0.65481112,0.179750074
Q9P212,PLCE1,0.912109237,0.606704542,0.640153901
Q9P2W1,PSMC3IP,0.494043624,0.331179143,0.739327035
O95551,TDP2,0.515078518,0.381126386,0.677442407
P29728,OAS2,0.126280782,0.775353671,0.073276084
Q9HCR9,PDE11A,0.129426482,0.34969563,0.476400046
Q7Z3B4,NUP54,0.590400351,0.358861529,0.384218679
P46531,NOTCH1,0.74423452,0.185763539,0.215610698
Q9NX38,FAM206A,0.955359658,0.899839102,0.359801546
Q9NWB7,IFT57,0.133743602,0.060773714,0.39713455
Q6VY07,PACS1,0.007722414,0.497922794,0.702849481
Q9NW08,POLR3B,0.659186359,0.418776804,0.109084101
Q9NVU0,POLR3E,0.908480401,0.044511959,0.65326498
P30511,HLA-F,0.899600239,0.276596925,0.690799572
P01906,HLA-DQA2,0.699007842,0.469319553,0.841202046
Q9NRJ5,PAPOLB,0.811739762,0.19190989,0.444205305
Q9Y2T4,PPP2R2C,0.250603363,0.084469572,0.94115207
Q08462,ADCY2,0.336202561,0.086461837,0.412195793
O95832,CLDN1,0.748688484,0.580726806,0.471707407
Q08828,ADCY1,0.574141194,0.712699027,0.17025933
P16298,PPP3CB,0.118763718,0.713889969,0.688523199
Q9NNX6,CD209,0.700028771,0.933181659,0.870742159
Q9UKA9,PTBP2,0.62858272,0.863262396,0.381295909
P54652,HSPA2,0.525791898,0.156819721,0.149645831
P13762,HLA-DRB4,0.343592408,0.512104598,0.747589071
P79483,HLA-DRB3,0.758756252,0.513508107,0.445405153
Q9H2X6,HIPK2,0.658184129,0.640526394,0.666396697
Q9BWT3,PAPOLG,0.486063051,0.024812696,0.718207746
P01562,IFNA1,0.959757453,0.867993368,0.664715535
Q9H6F5,CCDC86,0.751884128,0.417179223,0.850658189
Q04721,NOTCH2,0.077240546,0.239162912,0.696846671
P36507,MAP2K2,0.108510457,0.311757637,0.05028322
Q6FHW4,TCF7L2,0.870471891,0.383474042,0.07969103
Q9H4B7,TUBB1,0.53743853,0.474962206,0.05334016
P51003,PAPOLA,0.793245626,0.64611873,0.499537592
P23769,GATA2,0.010924094,0.527392846,0.847616245
Q9BRC7,PLCD4,0.045129745,0.734097861,0.726385748
Q03252,LMNB2,0.325798884,0.453081894,0.854519541
P47944,MT4,0.763083488,0.116362735,0.662119881
Q00536,CDK16,0.631523489,0.884909037,0.506775999
Q8WWL7,CCNB3,0.107415013,0.014419088,0.738397877
P09543,CNP,0.025809978,0.184635067,0.427436216
P29466,CASP1,0.601268281,0.294027,0.666952328
Q9BY32,ITPA,0.812680875,0.972244179,0.703574732
P20036,HLA-DPA1,0.47756119,0.035485295,0.644341672
P24385,CCND1,0.674342442,0.139556816,0.516200434
Q4LE69,PIK4CA,0.021744601,0.014511577,0.06857442
Q8N3E9,PLCD3,0.833677044,0.830964539,0.276674429
Q8TCU5,GRIN3A,0.96380252,0.105238104,0.109752321
Q9Y535,POLR3H,0.598638695,0.582584446,0.010955091
Q7Z7C8,TAF8,0.19680748,0.914459057,0.930506703
Q07817,BCL2L1,0.14413263,0.535965953,0.640254772
P45983,MAPK8,0.96435209,0.064386509,0.728835213
Q8NFM4,ADCY4,0.231372512,0.147526738,0.706153186
P31941,APOBEC3A,0.478294871,0.523378295,0.269191925
Q96LZ3,PPP3R2,0.088099444,0.894259743,0.191357337
Q05397,PTK2,0.07989899,0.845993968,0.535598252
P30038,ALDH4A1,0.05792075,0.940269767,0.471890301
O95644,NFATC1,0.533225036,0.551616771,0.147720212
Q12968,NFATC3,0.669185948,0.175155287,0.688767855
P18510,IL1RN,0.724139298,0.300991998,0.350116363
P04732,MT1E,0.84734994,0.853008777,0.894362486
P42081,CD86,0.704898419,0.667471383,0.144106564
Q8N339,MT1M,0.528480242,0.710803564,0.817506816
P27986,PIK3R1,0.933860008,0.585620766,0.917455643
Q9Y6Q9,NCOA3,0.554899878,0.978964518,0.43550736
P59796,GPX6,0.874593471,0.597395614,0.723774534
O95622,ADCY5,0.929846918,0.452151963,0.861856322
Q8IXH7,NELFCD,0.108402117,0.835234544,0.629676565
Q99075,HBEGF,0.310970231,0.500320896,0.650248848
Q04637,EIF4G1,0.98479664,0.797760977,0.94739532
Q13616,CUL1,0.457093167,0.586682374,0.476394427
P56199,ITGA1,0.973929065,0.317855182,0.841174935
P35232,PHB,0.505512286,0.351445193,0.994838473
P62988,,0.721385128,0.396076399,0.056181057
O75376,NCOR1,0.194501407,0.334733726,0.053636449
P45984,MAPK9,0.33349835,0.763095062,0.812555199
O14920,IKBKB,0.929608992,0.370341226,0.745587644
Q969H0,FBXW7,0.108081991,0.715819955,0.845972909
Q15628,TRADD,0.93378534,0.650152802,0.550744521
O95477,ABCA1,0.420388455,0.154652114,0.74939757
O15524,SOCS1,0.99833296,0.775802532,0.781178867
Q12906,ILF3,0.051914321,0.966676798,0.977171663
P07910,HNRNPC,0.557576502,0.878342715,0.612957558
Q9Y676,MRPS18B,0.55731188,0.386876151,0.919578679
P00742,F10,0.275694974,0.426132177,0.549067548
P55210,CASP7,0.269195111,0.459677936,0.515812239
Q13153,PAK1,0.311414755,0.611963892,0.231880919
Q92556,ELMO1,0.750434979,0.625452226,0.421220573
P62753,RPS6,0.134817695,0.378025628,0.90578272
P63208,SKP1,0.439473446,0.789477452,0.952651642
Q86VP6,CAND1,0.415254027,0.956825813,0.781699908
Q13619,CUL4A,0.924518554,0.323103271,0.271160657
Q92608,DOCK2,0.050356835,0.904193875,0.32782207
P40337,VHL,0.838446529,0.991838369,0.401760737
P15153,RAC2,0.872808174,0.049640847,0.866879101
P18847,ATF3,0.600787919,0.971710999,0.392468743
P63172,DYNLT1,0.257217811,0.21838388,0.40333053
Q14116,IL18,0.594844304,0.300074819,0.761869263
Q13177,PAK2,0.925420646,0.140977749,0.4249836
O14746,TERT,0.364468706,0.303401655,0.053026829
Q16531,DDB1,0.090292372,0.58053809,0.523329135
Q9HCE1,MOV10,0.18402373,0.26141193,0.047737769
O95639,CPSF4,0.008800156,0.654193797,0.951045982
P61758,VBP1,0.633243149,0.217184576,0.26851102
Q9NRW3,APOBEC3C,0.831124744,0.521350609,0.114279135
Q9NQC7,CYLD,0.666161623,0.177458872,0.103217799
P20916,MAG,0.080313849,0.021428955,0.670627666
P15336,ATF2,0.427135609,0.319098867,0.977791283
P22415,USF1,0.606173254,0.690427691,0.180612636
P17301,ITGA2,0.328806334,0.972101479,0.975417683
Q13323,BIK,0.89467845,0.378891801,0.213876464
Q16611,BAK1,0.814932642,0.24154071,0.921167781
Q9Y618,NCOR2,0.249698252,0.980882868,0.704082497
Q9Y4K3,TRAF6,0.947419464,0.354743053,0.788534131
O43187,IRAK2,0.631046398,0.418808925,0.361364001
O75569,PRKRA,0.750563278,0.950822522,0.196223898
P23497,SP100,0.99676028,0.530364774,0.582834834
Q12933,TRAF2,0.158810964,0.052352706,0.813855101
O14734,ACOT8,0.90941798,0.406871359,0.550719004
Q9UBU9,NXF1,0.286904121,0.957556209,0.402613806
O00567,NOP56,0.960253028,0.243521043,0.163935671
Q92616,GCN1,0.711284126,0.796483469,0.669034863
O75475,PSIP1,0.210836165,0.137101224,0.994567272
Q96H20,SNF8,0.545273808,0.664062113,0.747749997
Q99623,PHB2,0.165990598,0.516021965,0.535782113
O15111,CHUK,0.88334067,0.297966837,0.574860762
O43747,AP1G1,0.2149097,0.347872718,0.539661354
Q9Y678,COPG1,0.128852141,0.618747825,0.981828691
Q96T58,SPEN,0.253345933,0.698902852,0.743683171
Q92621,NUP205,0.121151102,0.818243802,0.532965417
Q53HV7,SMUG1,0.168629348,0.468307236,0.575644517
O94906,PRPF6,0.902840316,0.882079581,0.692749517
Q9Y3Z3,SAMHD1,0.489802547,0.973931493,0.643843278
Q92769,HDAC2,0.461137923,0.852175234,0.063798798
P08238,HSP90AB1,0.306842906,0.53680618,0.930777104
Q14653,IRF3,0.87157602,0.508915369,0.122535392
O00629,KPNA4,0.894639527,0.949486303,0.783207793
P55209,NAP1L1,0.866890564,0.871414076,0.937127743
P19338,NCL,0.735411673,0.73057824,0.376477531
Q9Y3I0,RTCB,0.338355889,0.819435863,0.314322618
Q9Y224,C14orf166,0.856384594,0.793680926,0.99935819
Q13526,PIN1,0.865944056,0.413322636,0.850949433
Q8N7H5,PAF1,0.599383203,0.702745343,0.125452196
Q7Z434,MAVS,0.884985347,0.194071997,0.369744375
P04049,RAF1,0.377813425,0.327559998,0.131275008
P49792,RANBP2,0.074380795,0.684209827,0.576284893
Q96T37,RBM15,0.123732292,0.152517025,0.16314221
Q12824,SMARCB1,0.077401029,0.739281598,0.942552969
Q16637,SMN1,0.779798613,0.421975578,0.981843619
P55854,SUMO3,0.258968151,0.409044262,0.691125921
